id,data_inversa,dia_semana,horario,uf,br,km,municipio,latitude,longitude,feridos_leves,feridos_graves,mortos,classificacao_acidente,causa_principal,causa_acidente,tipo_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,sentido_via
754503,2026-02-25,quarta-feira,00:00:00,CE,222.0,239,sobral,-3.7081964,-40.402515,0.0,0.0,1.0,Com Vítimas Fatais,Sim,Pedestre andava na pista,Atropelamento de Pedestre,Plena Noite,Nublado,Simples,Reta,Não,Crescente
754504,2026-01-15,quinta-feira,13:19:00,SC,101.0,"42,3",joinville,-26.328226,-48.86398,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
754505,2026-02-25,quarta-feira,03:40:00,GO,60.0,"4,9",santo antonio do descoberto,-16.090752,-48.277527,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Nublado,Dupla,Declive;Reta,Não,Crescente
754506,2026-02-24,terça-feira,23:27:00,TO,153.0,241,colinas do tocantins,-7.984453,-48.464405,2.0,0.0,0.0,Com Vítimas Feridas,Não,Mal súbito do condutor,Tombamento,Plena Noite,Chuva,Simples,Declive;Reta,Não,Decrescente
754508,2026-02-25,quarta-feira,02:40:00,AL,104.0,"45,7",branquinha,-9.240635,-36.015823,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Animais na Pista,Saída de leito carroçável,Plena Noite,Céu Claro,Simples,Curva,Não,Crescente
754509,2026-02-25,quarta-feira,03:40:00,PR,476.0,"325,4",paulo frontin,-26.09325,-50.77482,0.0,0.0,0.0,Sem Vítimas,Não,Reação tardia ou ineficiente do condutor,Tombamento,Plena Noite,Céu Claro,Simples,Reta;Interseção de Vias,Não,Decrescente
754510,2026-02-13,sexta-feira,19:02:00,RJ,101.0,314,sao goncalo,-22.818308,-43.079903,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Plena Noite,Céu Claro,Dupla,Ponte;Reta,Sim,Crescente
754511,2026-02-25,quarta-feira,05:30:00,MG,40.0,810,matias barbosa,-21.87488,-43.33969,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Amanhecer,Nublado,Dupla,Reta,Não,Crescente
754512,2026-02-24,terça-feira,21:00:00,RN,304.0,118,itaja,-5.6554265,-36.81231,0.0,0.0,0.0,Sem Vítimas,Sim,Animais na Pista,Atropelamento de Animal,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
754513,2026-02-25,quarta-feira,04:40:00,RJ,393.0,247,barra do pirai,-22.430958,-43.771385,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Colisão frontal,Amanhecer,Nublado,Simples,Reta,Não,Crescente
754514,2026-02-25,quarta-feira,06:20:00,PB,230.0,"27,9",joao pessoa,-7.1629887,-34.89302,8.0,0.0,0.0,Com Vítimas Feridas,Sim,Acumulo de areia ou detritos sobre o pavimento,Saída de leito carroçável,Pleno dia,Sol,Simples,Curva,Sim,Decrescente
754515,2026-02-25,quarta-feira,05:45:00,SP,116.0,413,juquia,-24.330996,-47.630642,0.0,0.0,4.0,Com Vítimas Fatais,Sim,Transitar na contramão,Queda de ocupante de veículo,Amanhecer,Nublado,Dupla,Reta,Sim,Crescente
754516,2026-02-25,quarta-feira,04:00:00,SP,101.0,"41,5",ubatuba,-23.414494,-45.034584,0.0,0.0,0.0,Sem Vítimas,Sim,Reação tardia ou ineficiente do condutor,Atropelamento de Animal,Plena Noite,Nublado,Simples,Reta,Não,Decrescente
754517,2026-02-25,quarta-feira,06:55:00,PB,230.0,"58,2",cruz do espirito santo,-7.204606,-35.15352,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Avarias e/ou desgaste excessivo no pneu,Tombamento,Pleno dia,Céu Claro,Dupla,Reta,Não,Crescente
754518,2026-02-25,quarta-feira,05:35:00,MA,,,imperatriz,-5.55668,-47.45584,0.0,0.0,0.0,Sem Vítimas,Sim,Iluminação deficiente,Colisão traseira,Amanhecer,Nevoeiro/Neblina,Múltipla,Reta,Sim,Não Informado
754519,2026-02-25,quarta-feira,07:08:00,SC,470.0,92,apiuna,-26.990444,-49.37482,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Sol,Simples,Reta,Não,Crescente
754520,2026-02-25,quarta-feira,06:20:00,PR,277.0,"140,7",balsa nova,-25.471352,-49.670322,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Incêndio,Amanhecer,Nublado,Dupla,Reta,Não,Crescente
754521,2026-02-25,quarta-feira,06:40:00,MG,50.0,64,uberlandia,-18.85211,-48.253475,0.0,0.0,1.0,Com Vítimas Fatais,Sim,Ausência de reação do condutor,Atropelamento de Pedestre,Pleno dia,Chuva,Dupla,Declive,Não,Decrescente
754522,2026-02-25,quarta-feira,00:45:00,PR,116.0,"1,5",campina grande do sul,-25.064648,-48.57124,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Queda de ocupante de veículo,Plena Noite,Garoa/Chuvisco,Dupla,Curva,Não,Crescente
754523,2026-02-25,quarta-feira,07:00:00,SC,101.0,"198,2",biguacu,-27.52907,-48.63355,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Tombamento,Pleno dia,Céu Claro,Múltipla,Reta,Não,Crescente
754524,2026-02-25,quarta-feira,05:19:00,MT,70.0,498,santo antonio do leverger,-15.701128,-55.873753,6.0,0.0,0.0,Com Vítimas Feridas,Não,Acumulo de água sobre o pavimento,Queda de ocupante de veículo,Amanhecer,Ignorado,Simples,Curva;Em Obras;Desvio Temporário,Não,Crescente
754525,2026-02-25,quarta-feira,05:30:00,MT,70.0,498,santo antonio do leverger,-15.695335,-56.02668,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas na via,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
754526,2026-02-24,terça-feira,15:30:00,MA,222.0,"528,7",bom jesus das selvas,-4.303055,-46.5032,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Ultrapassagem Indevida,Colisão frontal,Pleno dia,Ignorado,Múltipla,Declive;Reta,Não,Crescente
754527,2026-02-25,quarta-feira,06:55:00,BA,116.0,9,vitoria da conquista,-14.85312,-40.881317,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Nublado,Simples,Reta,Sim,Crescente
754528,2026-02-25,quarta-feira,07:35:00,PR,153.0,"37,9",santo antonio da platina,-23.268736,-50.063396,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
754529,2026-02-25,quarta-feira,07:55:00,RS,285.0,"293,1",passo fundo,-28.237288,-52.374153,0.0,0.0,0.0,Sem Vítimas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Pleno dia,Céu Claro,Simples,Curva;Interseção de Vias;Rotatória,Não,Crescente
754530,2026-02-25,quarta-feira,07:10:00,PR,116.0,108,sao jose dos pinhais,-25.56682,-49.2391,4.0,0.0,0.0,Com Vítimas Feridas,Não,Trafegar com motocicleta (ou similar) entre as faixas,Tombamento,Pleno dia,Nublado,Dupla,Reta;Ponte,Não,Crescente
754531,2026-02-25,quarta-feira,08:00:00,SC,101.0,334,tubarao,-28.468952,-49.01403,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
754532,2026-02-25,quarta-feira,07:55:00,RS,386.0,32,frederico westphalen,-27.349947,-53.3864,6.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Nevoeiro/Neblina,Simples,Interseção de Vias;Reta,Sim,Crescente
754533,2026-02-25,quarta-feira,07:33:00,RS,116.0,"36,9",vacaria,-28.498335,-50.917515,0.0,4.0,0.0,Com Vítimas Feridas,Não,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Pleno dia,Nublado,Simples,Interseção de Vias,Sim,Crescente
754534,2026-01-22,quinta-feira,13:20:00,BA,324.0,3,feira de santana,-12.28567,-38.95318,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Estacionar ou parar em local proibido,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Sim,Decrescente
754535,2026-02-25,quarta-feira,06:45:00,RJ,393.0,176,tres rios,-22.125992,-43.23357,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
754536,2026-02-25,quarta-feira,07:10:00,MT,158.0,795,barra do garcas,-15.86426,-52.317368,8.0,0.0,0.0,Com Vítimas Feridas,Não,Acumulo de areia ou detritos sobre o pavimento,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Sim,Decrescente
754537,2026-02-25,quarta-feira,08:00:00,GO,60.0,71,abadiania,-16.250933,-48.760826,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Curva,Não,Crescente
754538,2026-01-23,sexta-feira,01:25:00,PB,101.0,"39,6",mamanguape,-6.8346,-35.13722,0.0,0.0,2.0,Com Vítimas Fatais,Não,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Plena Noite,Céu Claro,Simples,Reta,Sim,Crescente
754539,2026-02-25,quarta-feira,08:00:00,MG,381.0,343,joao monlevade,-19.861795,-43.119457,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
754540,2026-02-25,quarta-feira,08:00:00,RJ,393.0,"264,9",barra do pirai,-22.485796,-43.918736,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Pleno dia,Céu Claro,Dupla,Aclive,Não,Crescente
754541,2026-02-25,quarta-feira,07:50:00,SC,282.0,"37,1",aguas mornas,-27.707766,-48.844036,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Transitar na contramão,Colisão lateral sentido oposto,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
754542,2026-02-25,quarta-feira,08:45:00,PB,230.0,23,joao pessoa,-7.157938,-34.85818,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
754544,2026-02-25,quarta-feira,07:45:00,PR,476.0,116,colombo,-25.348904,-49.170254,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Amanhecer,Nublado,Dupla,Reta,Sim,Decrescente
754545,2026-02-25,quarta-feira,06:50:00,MT,158.0,640,barra do garcas,-15.447448,-52.20955,4.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
754546,2026-02-25,quarta-feira,07:50:00,RS,285.0,"122,5",vacaria,-28.502748,-50.94892,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Simples,Interseção de Vias,Não,Decrescente
754547,2026-01-10,sábado,21:00:00,GO,364.0,316,portelandia,-17.43538,-52.608936,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Plena Noite,Nublado,Simples,Ponte;Reta;Declive,Não,Crescente
754548,2026-02-25,quarta-feira,09:15:00,MG,116.0,415,governador valadares,-18.889324,-41.946434,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Nublado,Simples,Reta;Interseção de Vias;Retorno Regulamentado,Sim,Crescente
754549,2026-02-25,quarta-feira,07:45:00,MT,70.0,269,primavera do leste,-15.537917,-54.19679,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Saída de leito carroçável,Pleno dia,Nublado,Simples,Reta,Não,Decrescente
754550,2026-02-25,quarta-feira,08:40:00,SP,381.0,"24,8",braganca paulista,-23.016447,-46.5261,4.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Tombamento,Pleno dia,Céu Claro,Dupla,Curva,Não,Crescente
754551,2026-02-11,quarta-feira,08:40:00,SC,101.0,163,tijucas,-27.23033,-48.629063,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Pleno dia,Céu Claro,Múltipla,Reta,Não,Decrescente
754552,2026-02-25,quarta-feira,09:10:00,RJ,101.0,503,angra dos reis,-22.93662,-44.399757,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Nublado,Simples,Reta,Sim,Decrescente
754553,2026-02-25,quarta-feira,07:50:00,PE,101.0,"45,2",igarassu,-7.865483,-34.907326,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta,Sim,Crescente
754554,2026-02-25,quarta-feira,08:18:00,TO,153.0,502,paraiso do tocantins,-10.222305,-48.8755,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Pleno dia,Garoa/Chuvisco,Simples,Declive,Não,Crescente
754555,2026-02-25,quarta-feira,07:00:00,GO,60.0,385,rio verde,-17.812551,-50.92946,15.0,0.0,0.0,Com Vítimas Feridas,Não,Problema com o freio,Engavetamento,Pleno dia,Nublado,Múltipla,Reta;Ponte;Declive,Sim,Crescente
754556,2026-02-25,quarta-feira,08:27:00,MS,163.0,"479,5",campo grande,-20.482397,-54.55929,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Conversão proibida,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Simples,Reta,Sim,Crescente
754557,2026-02-25,quarta-feira,10:27:00,CE,116.0,60,chorozinho,-4.25629,-38.486485,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Mal súbito do condutor,Colisão com objeto,Pleno dia,Sol,Simples,Reta,Não,Decrescente
754558,2026-01-24,sábado,07:30:00,AL,316.0,87,santana do ipanema,-9.367497,-37.2488,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Simples,Curva;Declive,Sim,Decrescente
754559,2026-02-25,quarta-feira,09:50:00,BA,420.0,244,laje,-13.184867,-39.42527,0.0,0.0,0.0,Sem Vítimas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
754560,2026-01-18,domingo,17:38:00,PA,316.0,52,castanhal,-1.306895,-48.029133,0.0,9.0,0.0,Com Vítimas Feridas,Não,Ultrapassagem Indevida,Queda de ocupante de veículo,Pleno dia,Chuva,Dupla,Reta,Não,Decrescente
754561,2026-02-25,quarta-feira,10:50:00,SC,101.0,"203,4",sao jose,-27.569344,-48.61346,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Decrescente
754562,2026-02-25,quarta-feira,11:00:00,DF,70.0,"7,2",brasilia,-15.785637,-48.120068,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Pleno dia,Chuva,Dupla,Reta,Sim,Decrescente
754563,2026-02-25,quarta-feira,10:30:00,SP,116.0,229,sao paulo,-23.507782,-46.571056,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Múltipla,Reta,Sim,Crescente
754564,2026-02-25,quarta-feira,11:20:00,PE,428.0,9,cabrobo,-8.511613,-39.300274,8.0,0.0,0.0,Com Vítimas Feridas,Não,Pedestre cruzava a pista fora da faixa,Queda de ocupante de veículo,Pleno dia,Nublado,Simples,Reta,Sim,Crescente
754565,2026-02-25,quarta-feira,10:43:00,PR,277.0,"67,5",sao jose dos pinhais,-25.52357,-49.100815,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Colisão traseira,Pleno dia,Nublado,Dupla,Reta,Sim,Crescente
754566,2026-02-25,quarta-feira,11:00:00,PR,376.0,"594,8",araucaria,-25.57336,-49.387814,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Nublado,Dupla,Reta,Sim,Crescente
754567,2026-02-25,quarta-feira,08:40:00,MG,381.0,"287,7",antonio dias,-19.641779,-42.817562,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Mal súbito do condutor,Colisão traseira,Pleno dia,Nublado,Dupla,Curva;Aclive;Viaduto,Não,Crescente
754568,2026-01-24,sábado,16:00:00,RJ,101.0,"548,2",paraty,-23.045074,-44.648396,4.0,4.0,0.0,Com Vítimas Feridas,Não,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Chuva,Simples,Reta,Não,Crescente
754569,2026-02-25,quarta-feira,11:00:00,PB,230.0,12,cabedelo,-7.08238,-34.84882,15.0,15.0,0.0,Com Vítimas Feridas,Não,Acesso irregular,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Desvio Temporário;Reta;Interseção de Vias;Em Obras,Sim,Decrescente
754570,2026-02-06,sexta-feira,07:50:00,RJ,393.0,200,rio das flores,-22.228765,-43.423203,6.0,1.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Simples,Curva,Não,Decrescente
754573,2026-02-25,quarta-feira,11:40:00,CE,116.0,27,aquiraz,-3.9840386,-38.514736,2.0,0.0,0.0,Com Vítimas Feridas,Não,Condutor deixou de manter distância do veículo da frente,Engavetamento,Pleno dia,Sol,Dupla,Reta,Não,Decrescente
754574,2026-02-25,quarta-feira,12:15:00,ES,101.0,414,itapemirim,-20.925407,-41.078117,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Sinalização mal posicionada,Colisão transversal,Pleno dia,Céu Claro,Simples,Interseção de Vias,Não,Crescente
754575,2026-02-25,quarta-feira,12:30:00,SC,101.0,16,biguacu,-27.452646,-48.714108,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Incêndio,Pleno dia,Chuva,Dupla,Reta,Não,Decrescente
754576,2026-02-25,quarta-feira,07:30:00,MS,163.0,"777,5",coxim,-18.111067,-54.69826,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Pleno dia,Chuva,Simples,Reta,Não,Decrescente
754577,2026-02-25,quarta-feira,12:30:00,SP,116.0,278,embu das artes,-23.63898,-46.835274,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Colisão traseira,Pleno dia,Céu Claro,Dupla,Curva,Sim,Decrescente
754578,2026-02-25,quarta-feira,11:45:00,RS,116.0,"133,7",caxias do sul,-29.058937,-51.098736,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
754579,2026-02-25,quarta-feira,12:19:00,RS,392.0,"40,7",rio grande,-31.955786,-52.30646,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Pleno dia,Sol,Dupla,Reta,Não,Decrescente
754580,2026-02-25,quarta-feira,10:50:00,PR,277.0,"37,5",morretes,-25.57471,-48.850193,4.0,4.0,0.0,Com Vítimas Feridas,Sim,Problema com o freio,Colisão traseira,Pleno dia,Céu Claro,Dupla,Em Obras;Reta,Não,Decrescente
754581,2026-02-25,quarta-feira,11:10:00,RS,285.0,"190,7",lagoa vermelha,-28.26116,-51.4777,4.0,0.0,0.0,Com Vítimas Feridas,Não,Curva acentuada,Tombamento,Pleno dia,Céu Claro,Simples,Curva,Não,Crescente
754582,2026-02-25,quarta-feira,07:20:00,RS,116.0,198,picada cafe,-29.47916,-51.14019,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
754583,2026-02-25,quarta-feira,13:30:00,RS,158.0,330,santa maria,-29.70034,-53.840683,0.0,6.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Rotatória,Sim,Crescente
754584,2026-02-25,quarta-feira,13:00:00,MG,40.0,610,congonhas,-20.511532,-43.84057,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Tombamento,Pleno dia,Céu Claro,Simples,Curva,Não,Crescente
754585,2026-01-29,quinta-feira,02:10:00,PR,369.0,437,ubirata,-24.550734,-53.031113,6.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Tombamento,Plena Noite,Céu Claro,Simples,Aclive;Reta,Não,Crescente
754586,2026-02-25,quarta-feira,07:00:00,SC,282.0,"451,6",ponte serrada,-26.9209,-51.950935,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Pleno dia,Nublado,Simples,Curva,Não,Decrescente
754587,2026-02-03,terça-feira,12:00:00,PR,376.0,"502,9",ponta grossa,-25.208775,-50.064613,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Derramamento de carga,Pleno dia,Céu Claro,Dupla,Reta;Declive,Não,Decrescente
754588,2026-02-25,quarta-feira,13:00:00,SP,116.0,"72,4",aparecida,-22.863718,-45.237312,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Afundamento ou ondulação no pavimento,Queda de ocupante de veículo,Pleno dia,Céu Claro,Múltipla,Reta,Não,Crescente
754589,2026-02-25,quarta-feira,12:50:00,SC,101.0,"324,1",capivari de baixo,-28.424513,-48.937485,12.0,0.0,0.0,Com Vítimas Feridas,Não,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Pleno dia,Nublado,Múltipla,Curva,Não,Decrescente
754590,2026-01-01,quinta-feira,22:50:00,PB,230.0,366,malta,-6.9053707,-37.52164,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Animais na Pista,Atropelamento de Animal,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
754592,2026-02-22,domingo,15:12:00,AM,319.0,0,manaus,-3.132197,-59.94353,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
754593,2026-01-27,terça-feira,14:30:00,PR,277.0,198,palmeira,-25.450977,-50.196808,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Tombamento,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
754594,2026-02-25,quarta-feira,14:00:00,GO,20.0,"222,7",posse,-14.174267,-46.328663,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Capotamento,Pleno dia,Nublado,Simples,Declive;Reta,Não,Decrescente
754595,2026-02-25,quarta-feira,13:45:00,RS,158.0,"0,3",santana do livramento,-30.876144,-55.513676,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Desrespeitar a preferência no cruzamento,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Interseção de Vias,Sim,Crescente
754597,2026-02-25,quarta-feira,13:40:00,PR,116.0,32,campina grande do sul,-25.10934,-48.843487,4.0,0.0,0.0,Com Vítimas Feridas,Não,Curva acentuada,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Curva,Não,Crescente
754598,2026-01-16,sexta-feira,14:25:00,SC,282.0,620,iraceminha,-26.787912,-53.292618,0.0,0.0,0.0,Sem Vítimas,Sim,Condutor deixou de manter distância do veículo da frente,Incêndio,Pleno dia,Chuva,Dupla,Reta,Não,Decrescente
754599,2026-02-25,quarta-feira,14:00:00,PI,343.0,"306,5",altos,-5.038745,-42.450626,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Céu Claro,Dupla,Reta;Ponte,Sim,Crescente
754600,2026-02-25,quarta-feira,14:45:00,TO,153.0,134,araguaina,-7.1272964,-48.1971,0.0,0.0,0.0,Sem Vítimas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Pleno dia,Nublado,Simples,Reta,Sim,Crescente
754601,2026-02-25,quarta-feira,14:00:00,RJ,101.0,331,rio de janeiro,-22.868631,-43.181816,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Ponte;Reta,Sim,Crescente
754602,2026-02-25,quarta-feira,13:25:00,GO,60.0,383,rio verde,-17.794943,-50.912518,0.0,6.0,0.0,Com Vítimas Feridas,Não,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Pleno dia,Nublado,Dupla,Declive;Reta,Sim,Crescente
754603,2026-02-25,quarta-feira,13:50:00,RO,319.0,141,porto velho,-8.740219,-63.889862,0.0,0.0,0.0,Sem Vítimas,Sim,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
754604,2026-02-25,quarta-feira,12:30:00,MG,381.0,"876,6",estiva,-22.436855,-45.983124,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Colisão com objeto,Pleno dia,Garoa/Chuvisco,Dupla,Curva,Não,Decrescente
754605,2026-02-25,quarta-feira,14:55:00,RS,386.0,207,victor graeff,-28.516663,-52.634052,4.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Tombamento,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
754606,2026-02-25,quarta-feira,09:15:00,MG,116.0,"142,3",ponto dos volantes,-16.787695,-41.48191,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Tombamento,Pleno dia,Nublado,Simples,Declive;Curva,Não,Decrescente
754607,2026-02-25,quarta-feira,15:00:00,SC,101.0,"128,2",itajai,-26.970678,-48.68368,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Pleno dia,Chuva,Dupla,Reta,Não,Crescente
754608,2026-02-25,quarta-feira,15:15:00,PR,116.0,152,mandirituba,-25.86205,-49.361774,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Nublado,Simples,Reta;Interseção de Vias,Não,Crescente
754609,2026-02-25,quarta-feira,12:30:00,PA,316.0,34,santa izabel do para,-1.294312,-48.17243,2.0,0.0,0.0,Com Vítimas Feridas,Não,Chuva,Saída de leito carroçável,Pleno dia,Chuva,Dupla,Reta,Sim,Decrescente
